Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating
7230,63,Male,Sony Xperia,2021-06-17,Product Inquiry,Software bug,Open,High,Social Media,,,
7231,40,Other,LG OLED,2020-02-29,Product Inquiry,Data loss,Open,Medium,Email,,,
7232,36,Other,Microsoft Surface,2020-12-14,Refund Request,Account access,Pending Customer Response,High,Social Media,2023-06-01 06:39:34,,
7233,26,Male,Xbox,2021-05-23,Product Inquiry,Account access,Open,Medium,Email,,,
7234,28,Other,Amazon Echo,2020-01-24,Product Inquiry,Product compatibility,Pending Customer Response,High,Email,2023-06-01 22:21:37,,
7235,54,Female,Roomba Robot Vacuum,2020-04-13,Technical Issue,Data loss,Open,Medium,Chat,,,
7236,19,Other,Sony 4K HDR TV,2021-02-05,Cancellation Request,Peripheral compatibility,Open,Low,Phone,,,
7237,61,Male,GoPro Hero,2021-07-03,Product Inquiry,Network problem,Closed,Critical,Phone,2023-06-01 10:33:43,2023-06-01 16:36:43,5.0
7238,23,Female,GoPro Hero,2020-02-26,Refund Request,Software bug,Pending Customer Response,High,Social Media,2023-06-01 07:48:45,,
7239,30,Other,Bose QuietComfort,2020-01-05,Billing Inquiry,Product compatibility,Closed,Medium,Social Media,2023-06-01 02:27:45,2023-06-01 07:28:45,4.0
7240,22,Other,Samsung Galaxy,2020-12-26,Product Inquiry,Data loss,Open,High,Social Media,,,
7241,24,Female,Google Pixel,2021-03-03,Cancellation Request,Payment issue,Closed,Critical,Social Media,2023-06-01 23:07:47,2023-06-01 14:43:47,5.0
7242,33,Female,Lenovo ThinkPad,2021-11-16,Cancellation Request,Battery life,Open,High,Social Media,,,
7243,65,Female,Nintendo Switch,2021-05-05,Cancellation Request,Data loss,Pending Customer Response,Medium,Email,2023-06-01 20:20:50,,
7244,21,Male,LG OLED,2020-12-06,Cancellation Request,Hardware issue,Pending Customer Response,Critical,Social Media,2023-06-01 10:26:51,,
7245,57,Female,LG OLED,2021-03-29,Product Inquiry,Delivery problem,Closed,Critical,Social Media,2023-06-01 04:51:53,2023-06-01 04:46:53,2.0
7246,21,Other,Samsung Galaxy,2021-03-26,Cancellation Request,Product setup,Pending Customer Response,Medium,Social Media,2023-06-01 17:06:53,,
7247,68,Other,Dell XPS,2020-07-29,Billing Inquiry,Installation support,Open,Critical,Social Media,,,
7248,54,Female,MacBook Pro,2020-08-26,Refund Request,Product recommendation,Pending Customer Response,Low,Email,2023-06-01 03:42:56,,
7249,33,Other,iPhone,2020-12-07,Refund Request,Refund request,Closed,Medium,Phone,2023-06-01 19:07:57,2023-06-01 07:15:57,4.0
7250,68,Female,Roomba Robot Vacuum,2021-11-12,Billing Inquiry,Installation support,Open,High,Phone,,,
7251,32,Other,Roomba Robot Vacuum,2021-08-05,Billing Inquiry,Account access,Pending Customer Response,High,Social Media,2023-06-01 03:25:00,,
7252,36,Male,Autodesk AutoCAD,2020-01-10,Cancellation Request,Account access,Pending Customer Response,Critical,Email,2023-06-01 09:54:02,,
7253,36,Other,Nikon D,2021-01-23,Billing Inquiry,Peripheral compatibility,Open,High,Phone,,,
7254,27,Female,HP Pavilion,2020-07-24,Product Inquiry,Refund request,Open,Medium,Chat,,,
7255,33,Other,PlayStation,2020-10-21,Technical Issue,Hardware issue,Open,Critical,Social Media,,,
7256,29,Male,Nintendo Switch,2021-11-22,Product Inquiry,Software bug,Open,Critical,Phone,,,
7257,30,Other,Adobe Photoshop,2021-01-24,Billing Inquiry,Product compatibility,Open,Low,Social Media,,,
7258,42,Other,Adobe Photoshop,2020-04-27,Cancellation Request,Installation support,Open,Medium,Social Media,,,
7259,30,Male,Philips Hue Lights,2021-10-27,Billing Inquiry,Refund request,Open,Critical,Email,,,
7260,39,Male,Xbox,2021-04-27,Cancellation Request,Software bug,Open,High,Chat,,,
7261,30,Female,Bose SoundLink Speaker,2021-12-29,Billing Inquiry,Refund request,Pending Customer Response,High,Email,2023-06-01 10:57:15,,
7262,58,Female,Amazon Echo,2020-07-24,Billing Inquiry,Data loss,Pending Customer Response,Critical,Social Media,2023-06-02 00:01:17,,
7263,59,Other,LG Smart TV,2020-07-02,Refund Request,Display issue,Open,High,Chat,,,
7264,56,Male,Lenovo ThinkPad,2021-04-19,Product Inquiry,Cancellation request,Closed,Critical,Phone,2023-06-01 10:36:18,2023-06-01 08:56:18,2.0
7265,21,Female,Canon DSLR Camera,2020-07-06,Billing Inquiry,Display issue,Pending Customer Response,Low,Email,2023-06-01 21:20:19,,
7266,52,Male,Bose QuietComfort,2021-12-24,Technical Issue,Delivery problem,Closed,Critical,Phone,2023-06-01 10:48:21,2023-06-01 17:01:21,3.0
7267,43,Other,Sony Xperia,2021-07-11,Product Inquiry,Account access,Pending Customer Response,Critical,Email,2023-06-01 23:44:22,,
7268,30,Female,Autodesk AutoCAD,2021-10-19,Billing Inquiry,Battery life,Pending Customer Response,Medium,Chat,2023-06-01 20:20:23,,
7269,37,Female,LG Smart TV,2021-06-30,Product Inquiry,Hardware issue,Pending Customer Response,High,Phone,2023-06-01 12:12:25,,
7270,60,Female,MacBook Pro,2020-04-24,Refund Request,Delivery problem,Pending Customer Response,Low,Phone,2023-06-01 11:36:27,,
7271,47,Other,Nest Thermostat,2021-08-14,Product Inquiry,Display issue,Pending Customer Response,High,Email,2023-06-01 02:14:28,,
7272,46,Male,HP Pavilion,2021-11-17,Product Inquiry,Refund request,Open,Medium,Chat,,,
7273,29,Female,Garmin Forerunner,2020-12-05,Cancellation Request,Payment issue,Pending Customer Response,High,Social Media,2023-06-01 08:54:32,,
7274,52,Female,Philips Hue Lights,2020-06-13,Refund Request,Battery life,Pending Customer Response,Low,Chat,2023-06-01 19:17:32,,
7275,42,Female,Microsoft Office,2020-03-05,Cancellation Request,Installation support,Pending Customer Response,Critical,Email,2023-06-01 05:49:34,,
7276,19,Male,Lenovo ThinkPad,2020-07-27,Billing Inquiry,Account access,Pending Customer Response,Medium,Chat,2023-06-01 20:02:36,,
7277,37,Female,Samsung Galaxy,2021-05-17,Refund Request,Product recommendation,Pending Customer Response,Critical,Chat,2023-06-01 20:25:37,,
7278,70,Other,Xbox,2020-06-30,Cancellation Request,Installation support,Open,Low,Phone,,,
7279,70,Female,Philips Hue Lights,2020-10-21,Refund Request,Data loss,Pending Customer Response,Medium,Chat,2023-06-01 14:49:39,,
7280,41,Male,Bose QuietComfort,2020-06-14,Refund Request,Payment issue,Closed,High,Chat,2023-06-01 16:31:40,2023-06-01 05:55:40,1.0
7281,68,Other,Sony PlayStation,2021-08-29,Cancellation Request,Refund request,Closed,High,Chat,2023-06-01 03:24:41,2023-06-01 22:23:41,5.0
7282,63,Other,Microsoft Surface,2020-01-16,Cancellation Request,Product recommendation,Open,Medium,Phone,,,
7283,27,Other,GoPro Action Camera,2020-12-19,Billing Inquiry,Software bug,Pending Customer Response,High,Chat,2023-06-01 20:40:44,,
7284,54,Female,Sony Xperia,2021-06-03,Billing Inquiry,Cancellation request,Open,Low,Social Media,,,
7285,39,Female,Google Pixel,2021-02-05,Refund Request,Battery life,Closed,Medium,Chat,2023-06-01 01:26:46,2023-06-01 07:38:46,5.0
7286,28,Female,Samsung Soundbar,2021-11-14,Cancellation Request,Installation support,Open,Critical,Chat,,,
7287,58,Male,Apple AirPods,2020-11-20,Product Inquiry,Software bug,Pending Customer Response,Medium,Email,2023-06-01 15:18:48,,
7288,19,Other,GoPro Hero,2020-12-17,Refund Request,Refund request,Pending Customer Response,Critical,Email,2023-06-01 06:52:50,,
7289,69,Female,GoPro Hero,2021-05-30,Cancellation Request,Battery life,Pending Customer Response,Medium,Phone,2023-06-01 15:39:52,,
7290,28,Female,Apple AirPods,2020-06-15,Billing Inquiry,Data loss,Pending Customer Response,High,Social Media,2023-06-01 19:43:54,,
7291,31,Male,Microsoft Xbox Controller,2020-11-02,Billing Inquiry,Software bug,Open,Medium,Chat,,,
7292,46,Male,Microsoft Surface,2021-06-20,Refund Request,Payment issue,Pending Customer Response,Low,Social Media,2023-06-01 06:52:54,,
7293,43,Female,Microsoft Xbox Controller,2021-08-27,Technical Issue,Display issue,Pending Customer Response,Critical,Chat,2023-06-01 02:00:55,,
7294,23,Other,MacBook Pro,2021-07-07,Billing Inquiry,Payment issue,Open,Low,Social Media,,,
7295,62,Male,Sony 4K HDR TV,2020-09-28,Product Inquiry,Cancellation request,Open,Medium,Chat,,,
7296,47,Female,Dyson Vacuum Cleaner,2020-12-09,Technical Issue,Installation support,Pending Customer Response,Critical,Social Media,2023-06-01 19:28:59,,
7297,22,Female,Dyson Vacuum Cleaner,2020-10-09,Refund Request,Hardware issue,Closed,Medium,Chat,2023-06-01 10:16:01,2023-06-01 14:24:01,1.0
7298,22,Male,Fitbit Charge,2021-11-10,Billing Inquiry,Delivery problem,Open,High,Email,,,
7299,70,Male,Microsoft Office,2020-11-24,Cancellation Request,Product compatibility,Open,High,Chat,,,
7300,27,Female,Garmin Forerunner,2021-11-05,Refund Request,Product setup,Closed,Low,Email,2023-06-01 16:57:05,2023-06-01 07:44:05,4.0
7301,32,Male,GoPro Action Camera,2020-12-08,Product Inquiry,Installation support,Pending Customer Response,High,Phone,2023-06-01 23:17:07,,
7302,70,Other,GoPro Hero,2021-06-18,Technical Issue,Hardware issue,Closed,Critical,Email,2023-06-01 12:36:08,2023-06-01 05:36:08,4.0
7303,55,Other,HP Pavilion,2021-01-03,Billing Inquiry,Cancellation request,Closed,Medium,Phone,2023-06-02 00:30:10,2023-06-02 00:00:10,1.0
7304,52,Other,LG Washing Machine,2020-06-12,Product Inquiry,Refund request,Pending Customer Response,High,Email,2023-06-01 03:07:12,,
7305,46,Male,Microsoft Surface,2020-01-22,Refund Request,Product compatibility,Pending Customer Response,Medium,Chat,2023-06-01 22:59:13,,
7306,27,Male,Philips Hue Lights,2021-11-08,Cancellation Request,Refund request,Open,High,Social Media,,,
7307,68,Other,Sony PlayStation,2021-01-31,Billing Inquiry,Account access,Open,Low,Social Media,,,
7308,30,Male,Nest Thermostat,2021-09-17,Cancellation Request,Battery life,Pending Customer Response,Critical,Phone,2023-06-01 20:25:17,,
7309,19,Male,Bose QuietComfort,2020-02-26,Product Inquiry,Network problem,Pending Customer Response,High,Chat,2023-06-01 02:26:19,,
7310,55,Male,Dyson Vacuum Cleaner,2021-03-31,Cancellation Request,Software bug,Closed,Low,Social Media,2023-06-01 22:08:20,2023-06-01 21:35:20,4.0
7311,70,Male,Nikon D,2020-10-10,Cancellation Request,Software bug,Pending Customer Response,Low,Email,2023-06-02 00:14:21,,
7312,30,Female,Nest Thermostat,2021-03-12,Cancellation Request,Delivery problem,Pending Customer Response,Medium,Chat,2023-06-01 03:21:23,,
7313,28,Male,Nintendo Switch,2021-07-04,Billing Inquiry,Product compatibility,Open,Low,Email,,,
7314,54,Other,Nikon D,2020-06-09,Product Inquiry,Delivery problem,Pending Customer Response,Critical,Chat,2023-06-01 23:52:26,,
7315,19,Female,Samsung Galaxy,2020-09-22,Refund Request,Product compatibility,Closed,Medium,Chat,2023-06-01 11:10:28,2023-06-01 23:56:28,3.0
7316,23,Other,Nintendo Switch,2020-01-19,Refund Request,Payment issue,Pending Customer Response,Low,Email,2023-06-01 23:40:29,,
7317,57,Female,Apple AirPods,2021-03-02,Product Inquiry,Refund request,Pending Customer Response,Critical,Email,2023-06-01 23:44:31,,
7318,38,Female,Microsoft Surface,2020-03-09,Product Inquiry,Hardware issue,Closed,High,Phone,2023-06-01 08:14:33,2023-06-01 13:36:33,1.0
7319,39,Other,GoPro Hero,2020-09-10,Product Inquiry,Product recommendation,Closed,Critical,Phone,2023-06-01 07:37:34,2023-06-01 21:01:34,2.0
7320,69,Male,Adobe Photoshop,2020-05-31,Refund Request,Battery life,Closed,High,Social Media,2023-06-01 05:15:35,2023-06-02 00:19:35,4.0
7321,53,Male,Google Nest,2021-05-26,Product Inquiry,Product compatibility,Open,Low,Email,,,
7322,64,Female,Sony Xperia,2021-06-09,Refund Request,Payment issue,Open,Low,Phone,,,
7323,19,Male,Sony PlayStation,2020-09-17,Billing Inquiry,Delivery problem,Pending Customer Response,Low,Chat,2023-06-01 07:37:41,,
7324,49,Female,Microsoft Surface,2021-01-18,Technical Issue,Delivery problem,Pending Customer Response,Medium,Email,2023-06-01 20:06:41,,
7325,34,Male,Roomba Robot Vacuum,2020-04-27,Technical Issue,Account access,Closed,Low,Chat,2023-06-01 09:02:43,2023-06-01 06:54:43,4.0
7326,38,Other,LG Smart TV,2020-11-12,Product Inquiry,Product setup,Closed,Critical,Social Media,2023-06-01 22:36:45,2023-06-01 13:07:45,2.0
7327,70,Male,Dyson Vacuum Cleaner,2020-02-10,Cancellation Request,Network problem,Closed,Critical,Email,2023-06-01 18:31:46,2023-06-01 08:08:46,4.0
7328,42,Male,PlayStation,2021-06-23,Billing Inquiry,Product recommendation,Closed,Critical,Email,2023-06-01 02:53:47,2023-06-01 04:42:47,1.0
7329,57,Other,Microsoft Office,2021-10-21,Technical Issue,Account access,Closed,Low,Email,2023-06-01 14:01:49,2023-06-01 19:30:49,1.0
7330,18,Male,Dell XPS,2020-12-15,Cancellation Request,Payment issue,Pending Customer Response,Critical,Email,2023-06-01 16:38:51,,
7331,68,Female,Samsung Soundbar,2021-02-23,Billing Inquiry,Payment issue,Closed,Critical,Phone,2023-06-01 15:05:52,2023-06-01 11:07:52,2.0
7332,47,Male,GoPro Hero,2020-03-26,Billing Inquiry,Network problem,Closed,Low,Social Media,2023-06-01 06:46:54,2023-06-01 23:29:54,2.0
7333,37,Other,Microsoft Surface,2020-08-18,Refund Request,Account access,Closed,Critical,Email,2023-06-01 15:58:56,2023-06-01 03:17:56,5.0
7334,61,Female,Dyson Vacuum Cleaner,2021-06-18,Technical Issue,Product recommendation,Closed,Low,Chat,2023-06-01 01:59:58,2023-06-01 18:48:58,3.0
7335,18,Female,LG Smart TV,2020-05-13,Product Inquiry,Battery life,Closed,High,Phone,2023-06-01 18:46:00,2023-06-01 19:02:00,4.0
7336,32,Other,Nest Thermostat,2021-05-15,Product Inquiry,Display issue,Open,Medium,Email,,,
7337,30,Female,Bose QuietComfort,2020-08-25,Billing Inquiry,Payment issue,Pending Customer Response,Medium,Email,2023-06-01 16:25:03,,
7338,63,Other,Nintendo Switch,2021-08-03,Product Inquiry,Network problem,Open,Medium,Chat,,,
7339,61,Other,Adobe Photoshop,2021-09-22,Refund Request,Display issue,Pending Customer Response,Medium,Email,2023-06-01 13:28:06,,
7340,27,Female,LG Smart TV,2021-11-09,Cancellation Request,Product recommendation,Closed,Critical,Email,2023-06-01 13:45:08,2023-06-01 03:08:08,3.0
7341,44,Other,Amazon Kindle,2021-10-29,Technical Issue,Cancellation request,Closed,Low,Chat,2023-06-01 11:51:10,2023-06-01 08:40:10,1.0
7342,19,Male,Canon DSLR Camera,2021-02-02,Billing Inquiry,Display issue,Closed,Critical,Phone,2023-06-01 06:16:11,2023-06-01 03:38:11,5.0
7343,70,Male,Canon DSLR Camera,2021-05-25,Refund Request,Cancellation request,Closed,Low,Email,2023-06-01 15:53:13,2023-06-01 19:29:13,5.0
7344,20,Other,Microsoft Surface,2020-03-23,Technical Issue,Installation support,Open,High,Email,,,
7345,18,Female,Fitbit Charge,2020-09-06,Product Inquiry,Account access,Pending Customer Response,Critical,Email,2023-06-01 11:39:15,,
7346,35,Other,Bose QuietComfort,2021-11-25,Product Inquiry,Installation support,Pending Customer Response,High,Chat,2023-06-01 03:39:17,,
7347,43,Male,Apple AirPods,2020-12-19,Refund Request,Network problem,Open,Critical,Chat,,,
7348,57,Female,GoPro Hero,2020-12-04,Technical Issue,Data loss,Pending Customer Response,Critical,Social Media,2023-06-01 01:09:19,,
7349,25,Female,Nintendo Switch Pro Controller,2020-07-29,Product Inquiry,Product compatibility,Open,High,Chat,,,
7350,27,Male,Microsoft Xbox Controller,2021-12-21,Billing Inquiry,Installation support,Closed,High,Phone,2023-06-01 14:03:22,2023-06-01 16:12:22,5.0
7351,57,Other,Sony Xperia,2021-01-29,Billing Inquiry,Display issue,Closed,High,Social Media,2023-06-01 06:50:24,2023-06-01 09:26:24,4.0
7352,57,Other,Bose QuietComfort,2021-11-06,Product Inquiry,Data loss,Pending Customer Response,Medium,Chat,2023-06-01 19:59:25,,
7353,63,Male,Nintendo Switch Pro Controller,2020-01-18,Cancellation Request,Battery life,Open,Low,Phone,,,
7354,38,Female,Nest Thermostat,2020-12-15,Refund Request,Data loss,Pending Customer Response,Medium,Phone,2023-06-01 21:29:28,,
7355,31,Female,Lenovo ThinkPad,2021-12-30,Product Inquiry,Software bug,Open,High,Email,,,
7356,51,Male,Sony 4K HDR TV,2020-02-26,Billing Inquiry,Account access,Open,Low,Chat,,,
7357,59,Female,Roomba Robot Vacuum,2021-01-06,Billing Inquiry,Product setup,Closed,Low,Social Media,2023-06-01 13:19:32,2023-06-01 08:53:32,5.0
7358,40,Other,Microsoft Office,2021-10-07,Product Inquiry,Payment issue,Open,High,Social Media,,,
7359,59,Male,Microsoft Surface,2020-12-02,Billing Inquiry,Battery life,Closed,Medium,Phone,2023-06-01 19:56:34,2023-06-01 01:00:34,1.0
7360,19,Male,Nintendo Switch Pro Controller,2020-06-22,Cancellation Request,Product setup,Closed,Low,Email,2023-06-01 03:30:36,2023-06-01 05:37:36,3.0
7361,43,Other,LG Smart TV,2021-08-14,Cancellation Request,Product recommendation,Pending Customer Response,Low,Social Media,2023-06-01 07:51:38,,
7362,61,Male,Amazon Echo,2021-01-18,Refund Request,Cancellation request,Open,Low,Phone,,,
7363,24,Female,Sony PlayStation,2020-07-09,Cancellation Request,Account access,Open,Low,Chat,,,
7364,66,Female,PlayStation,2021-11-26,Refund Request,Delivery problem,Open,High,Chat,,,
7365,32,Other,GoPro Hero,2020-03-10,Refund Request,Software bug,Pending Customer Response,Low,Email,2023-06-01 19:20:44,,
7366,62,Female,iPhone,2021-02-09,Billing Inquiry,Network problem,Closed,Critical,Phone,2023-06-01 18:37:46,2023-06-01 03:39:46,1.0
7367,63,Female,Google Nest,2021-04-10,Refund Request,Hardware issue,Pending Customer Response,Medium,Social Media,2023-06-01 21:18:47,,
7368,51,Other,Xbox,2020-04-03,Technical Issue,Network problem,Pending Customer Response,Critical,Chat,2023-06-01 14:51:49,,
7369,66,Male,GoPro Action Camera,2020-07-26,Cancellation Request,Installation support,Open,Low,Social Media,,,
7370,44,Other,Fitbit Charge,2020-02-04,Refund Request,Installation support,Open,High,Phone,,,
7371,20,Other,Nikon D,2020-01-28,Cancellation Request,Payment issue,Closed,Low,Social Media,2023-06-01 18:47:54,2023-06-01 01:05:54,5.0
7372,37,Male,Samsung Soundbar,2021-11-08,Refund Request,Installation support,Closed,Critical,Social Media,2023-06-01 22:11:55,2023-06-01 09:35:55,5.0
7373,70,Male,Apple AirPods,2021-07-29,Product Inquiry,Product compatibility,Open,Critical,Email,,,
7374,38,Male,Sony PlayStation,2021-04-14,Refund Request,Product setup,Closed,High,Email,2023-06-01 19:03:57,2023-06-01 02:12:57,5.0
7375,47,Female,Philips Hue Lights,2021-02-23,Cancellation Request,Delivery problem,Closed,Low,Social Media,2023-06-01 21:40:58,2023-06-01 16:58:58,1.0
7376,26,Other,Microsoft Office,2021-07-02,Billing Inquiry,Display issue,Pending Customer Response,Low,Chat,2023-06-01 00:39:58,,
7377,23,Female,Sony Xperia,2021-04-19,Cancellation Request,Software bug,Open,Medium,Social Media,,,
7378,53,Male,GoPro Action Camera,2020-02-23,Refund Request,Product setup,Closed,Critical,Chat,2023-06-01 07:35:01,2023-06-01 04:19:01,4.0
7379,30,Male,HP Pavilion,2020-02-27,Billing Inquiry,Cancellation request,Pending Customer Response,Medium,Phone,2023-06-01 04:27:03,,
7380,68,Male,Canon EOS,2021-09-09,Product Inquiry,Account access,Pending Customer Response,Medium,Phone,2023-06-01 10:45:05,,
7381,59,Female,Microsoft Surface,2021-04-17,Billing Inquiry,Refund request,Open,High,Phone,,,
7382,62,Female,Nintendo Switch,2021-08-08,Cancellation Request,Account access,Pending Customer Response,Critical,Phone,2023-06-01 10:43:07,,
7383,46,Male,PlayStation,2021-04-21,Technical Issue,Cancellation request,Pending Customer Response,Medium,Social Media,2023-06-01 11:35:09,,
7384,26,Male,LG Smart TV,2020-02-28,Billing Inquiry,Product compatibility,Open,Medium,Phone,,,
7385,48,Female,Garmin Forerunner,2020-06-03,Technical Issue,Product setup,Pending Customer Response,High,Email,2023-06-01 10:48:12,,
7386,19,Female,Microsoft Office,2021-08-06,Technical Issue,Cancellation request,Open,Low,Phone,,,
7387,26,Male,Roomba Robot Vacuum,2020-06-10,Product Inquiry,Refund request,Closed,High,Email,2023-06-01 05:42:14,2023-06-01 00:39:14,5.0
7388,42,Male,Microsoft Surface,2021-01-19,Product Inquiry,Battery life,Closed,Medium,Chat,2023-06-01 19:38:16,2023-06-01 13:58:16,3.0
7389,48,Other,Microsoft Surface,2020-12-05,Billing Inquiry,Product recommendation,Closed,High,Email,2023-06-01 04:15:17,2023-06-01 13:28:17,5.0
7390,44,Female,Roomba Robot Vacuum,2021-06-07,Product Inquiry,Refund request,Closed,Critical,Chat,2023-06-01 20:30:19,2023-06-01 16:53:19,4.0
7391,21,Other,Apple AirPods,2021-08-07,Billing Inquiry,Battery life,Open,Medium,Phone,,,
7392,38,Other,Dell XPS,2020-04-10,Cancellation Request,Delivery problem,Pending Customer Response,Low,Phone,2023-06-01 20:09:23,,
7393,30,Female,LG Washing Machine,2020-03-08,Product Inquiry,Battery life,Closed,High,Email,2023-06-01 06:30:24,2023-06-01 00:56:24,3.0
7394,29,Male,Bose SoundLink Speaker,2021-04-16,Cancellation Request,Installation support,Closed,High,Email,2023-06-01 08:06:25,2023-06-01 17:52:25,2.0
7395,31,Male,Garmin Forerunner,2021-04-08,Cancellation Request,Cancellation request,Open,High,Chat,,,
7396,60,Male,Bose SoundLink Speaker,2021-08-01,Cancellation Request,Delivery problem,Pending Customer Response,Critical,Social Media,2023-06-01 23:10:26,,
7397,60,Male,Dyson Vacuum Cleaner,2021-06-16,Product Inquiry,Product setup,Pending Customer Response,Critical,Phone,2023-06-01 21:19:28,,
7398,19,Male,Samsung Soundbar,2021-09-26,Cancellation Request,Data loss,Pending Customer Response,Medium,Phone,2023-06-01 11:40:30,,
7399,56,Female,Apple AirPods,2020-01-15,Refund Request,Payment issue,Closed,Critical,Email,2023-06-01 12:18:32,2023-06-01 07:14:32,2.0
7400,34,Female,iPhone,2021-12-12,Refund Request,Display issue,Open,Low,Email,,,
7401,27,Male,Autodesk AutoCAD,2020-01-30,Billing Inquiry,Network problem,Open,Low,Email,,,
7402,68,Female,LG OLED,2020-02-24,Billing Inquiry,Installation support,Closed,Low,Chat,2023-06-01 13:37:36,2023-06-01 21:11:36,1.0
7403,41,Female,Amazon Echo,2020-06-29,Technical Issue,Data loss,Closed,Critical,Email,2023-06-01 14:41:38,2023-06-01 06:11:38,4.0
7404,50,Female,Canon DSLR Camera,2021-03-07,Cancellation Request,Payment issue,Pending Customer Response,High,Chat,2023-06-01 19:01:40,,
7405,57,Other,Microsoft Surface,2021-04-24,Cancellation Request,Payment issue,Closed,High,Chat,2023-06-01 14:49:41,2023-06-01 16:23:41,4.0
7406,41,Male,Microsoft Surface,2020-11-04,Cancellation Request,Product setup,Closed,High,Email,2023-06-01 01:39:43,2023-06-01 18:15:43,1.0
7407,23,Male,Bose QuietComfort,2020-10-23,Cancellation Request,Product setup,Pending Customer Response,Low,Email,2023-06-02 00:00:45,,
7408,58,Other,Xbox,2020-12-26,Cancellation Request,Hardware issue,Open,Critical,Social Media,,,
7409,21,Other,Nintendo Switch,2020-12-16,Cancellation Request,Product compatibility,Closed,Critical,Phone,2023-06-01 13:24:48,2023-06-01 17:55:48,1.0
7410,68,Other,Microsoft Office,2021-11-04,Technical Issue,Account access,Open,High,Email,,,
7411,28,Female,Google Nest,2021-04-10,Cancellation Request,Installation support,Pending Customer Response,Medium,Social Media,2023-06-01 13:47:51,,
7412,54,Other,Canon DSLR Camera,2020-07-28,Refund Request,Cancellation request,Open,Low,Email,,,
7413,25,Male,Nikon D,2021-05-31,Refund Request,Battery life,Closed,High,Email,2023-06-01 19:54:54,2023-06-01 18:53:54,2.0
7414,27,Female,Sony 4K HDR TV,2021-10-13,Technical Issue,Delivery problem,Open,High,Phone,,,
7415,48,Male,Samsung Galaxy,2021-07-19,Technical Issue,Payment issue,Open,High,Chat,,,
7416,52,Other,Sony Xperia,2021-08-14,Product Inquiry,Network problem,Open,Low,Chat,,,
7417,43,Female,LG Washing Machine,2021-11-25,Product Inquiry,Delivery problem,Open,Medium,Social Media,,,
7418,58,Male,Sony PlayStation,2020-09-22,Refund Request,Account access,Open,Critical,Social Media,,,
7419,48,Female,Nest Thermostat,2020-08-28,Technical Issue,Network problem,Open,Medium,Email,,,
7420,51,Other,Dell XPS,2021-07-04,Cancellation Request,Product setup,Closed,High,Phone,2023-06-01 23:19:05,2023-06-01 08:02:05,3.0
7421,39,Other,Canon EOS,2020-03-15,Technical Issue,Battery life,Open,Medium,Social Media,,,
7422,24,Other,Dell XPS,2021-03-01,Product Inquiry,Cancellation request,Pending Customer Response,Medium,Social Media,2023-06-01 03:15:08,,
7423,36,Male,Fitbit Charge,2020-04-25,Technical Issue,Refund request,Open,Medium,Social Media,,,
7424,27,Other,Nintendo Switch,2020-12-10,Technical Issue,Data loss,Pending Customer Response,Low,Phone,2023-06-01 22:03:11,,
7425,40,Male,HP Pavilion,2020-09-10,Billing Inquiry,Product setup,Pending Customer Response,Medium,Phone,2023-06-01 20:07:11,,
7426,46,Male,Dyson Vacuum Cleaner,2020-12-27,Product Inquiry,Product setup,Open,Critical,Email,,,
7427,58,Other,Sony 4K HDR TV,2021-04-04,Billing Inquiry,Account access,Open,Low,Social Media,,,
7428,54,Male,Samsung Soundbar,2021-04-25,Refund Request,Delivery problem,Open,High,Chat,,,
7429,52,Male,Amazon Kindle,2020-11-17,Refund Request,Account access,Closed,Critical,Chat,2023-06-01 17:15:18,2023-06-01 05:28:18,5.0
7430,68,Other,Sony Xperia,2020-12-28,Billing Inquiry,Hardware issue,Pending Customer Response,Critical,Social Media,2023-06-01 03:45:20,,
7431,40,Male,Google Pixel,2020-03-06,Product Inquiry,Network problem,Closed,Medium,Social Media,2023-06-01 05:37:20,2023-06-01 06:43:20,4.0
7432,53,Male,Philips Hue Lights,2021-04-06,Refund Request,Delivery problem,Closed,Medium,Email,2023-06-01 20:48:21,2023-06-01 19:02:21,1.0
7433,39,Other,iPhone,2020-11-14,Refund Request,Payment issue,Open,Medium,Email,,,
7434,64,Male,LG OLED,2021-12-26,Billing Inquiry,Data loss,Closed,Low,Email,2023-06-01 22:02:25,2023-06-01 19:26:25,1.0
7435,28,Male,Fitbit Charge,2021-07-08,Cancellation Request,Product setup,Pending Customer Response,Medium,Chat,2023-06-01 10:58:27,,
7436,20,Female,Microsoft Surface,2020-10-23,Refund Request,Battery life,Open,Critical,Social Media,,,
7437,35,Female,GoPro Action Camera,2020-08-24,Refund Request,Product compatibility,Pending Customer Response,Critical,Email,2023-06-01 15:54:28,,
7438,44,Female,GoPro Action Camera,2021-04-15,Product Inquiry,Product recommendation,Pending Customer Response,Critical,Chat,2023-06-01 14:30:29,,
7439,29,Female,PlayStation,2021-02-19,Billing Inquiry,Display issue,Open,High,Social Media,,,
7440,69,Other,iPhone,2021-07-26,Billing Inquiry,Software bug,Open,Medium,Email,,,
7441,46,Female,GoPro Action Camera,2021-05-08,Cancellation Request,Payment issue,Closed,Critical,Email,2023-06-01 21:57:33,2023-06-01 02:19:33,1.0
